"nom","matchs","dob","pob","city","no","decade","first_selection","last_selection","premiere_selection","derniere_selection","points","url","birth_info","first","last","lat","long"
"Jean-Louis Azarete",26,"1945-05-08","Urrugne (France)","Urrugne",589,1960-01-01,1969-03-22,1975-01-18,"le 22 mars 1969 contre le pays de Galles","le 18 janvier 1975 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Jean-Louis_Azarete","Naissance	8 mai 1945
à Urrugne (France)	","22 mars 1969","18 janvier 1975",43.3624715,-1.7003017
"René Bénésis",30,"1944-08-29","Orthez (France)","Orthez",590,1960-01-01,1969-03-22,1974-03-16,"le 22 mars 1969 contre le pays de Galles","le 16 mars 1974 contre l'Écosse",0,"https://fr.wikipedia.org//wiki/Ren%C3%A9_B%C3%A9n%C3%A9sis","Naissance	29 août 1944
à Orthez (France)	","22 mars 1969","16 mars 1974",43.4874963,-0.7738363
"Gérard Viard",5,"1945-05-19",NA,NA,591,1960-01-01,1969-03-22,1971-01-30,"le 22 mars 1969 contre le pays de Galles","le 30 janvier 1971 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/G%C3%A9rard_Viard","Naissance	19 mai 1945	","22 mars 1969","30 janvier 1971",NA,NA
"Jean-Pierre Bastiat",32,"1949-04-11","Pouillon (France)","Pouillon",592,1960-01-01,1969-12-14,1978-03-18,"le 14 décembre 1969 contre la Roumanie","le 18 mars 1978 contre le pays de Galles",24,"https://fr.wikipedia.org//wiki/Jean-Pierre_Bastiat","Naissance	11 avril 1949
à Pouillon (France)	","14 décembre 1969","18 mars 1978",49.3138671,3.9491426
"Roger Bourgarel",9,"1947-04-21","Toulouse (France)","Toulouse",593,1960-01-01,1969-12-14,1973-01-13,"le 14 décembre 1969 contre la Roumanie","le 13 janvier 1973 contre l'Écosse",3,"https://fr.wikipedia.org//wiki/Roger_Bourgarel","Naissance	21 avril 1947
à Toulouse (France)	","14 décembre 1969","13 janvier 1973",43.6044622,1.4442469
"Pierre Darbos",1,"1939-12-10","Saint-Paul-lès-Dax (France)","Saint-Paul-lès-Dax",594,1960-01-01,1969-12-14,1969-12-14,"le 14 décembre 1969 contre la Roumanie","le 14 décembre 1969 contre la Roumanie",0,"https://fr.wikipedia.org//wiki/Pierre_Darbos","Naissance	10 décembre 1939
à Saint-Paul-lès-Dax (France)	","14 décembre 1969","14 décembre 1969",43.7253162,-1.0515491
"Alain Marot",7,"1948-03-11","Bergerac (France)","Bergerac",595,1960-01-01,1969-12-14,1976-10-24,"le 14 décembre 1969 contre la Roumanie","le 24 octobre 1976 contre l'Australie",0,"https://fr.wikipedia.org//wiki/Alain_Marot","Naissance	11 mars 1948
à Bergerac (France)	","14 décembre 1969","24 octobre 1976",44.8534568,0.487531
"Michel Savitsky",1,"1946-10-31","Sarrians","Sarrians",596,1960-01-01,1969-12-14,1969-12-14,"le 14 décembre 1969 contre la Roumanie","le 14 décembre 1969 contre la Roumanie",0,"https://fr.wikipedia.org//wiki/Michel_Savitsky","Naissance	
31 octobre 1946
Sarrians","14 décembre 1969","14 décembre 1969",44.0831417,4.9717219
"Jack Cantoni",17,"1948-05-11","Carmaux (France)","Carmaux",597,1970-01-01,1970-04-04,1975-01-18,"le 4 avril 1970 contre le pays de Galles","le 18 janvier 1975 contre le pays de Galles",13,"https://fr.wikipedia.org//wiki/Jack_Cantoni","Naissance	11 mai 1948
à Carmaux (France)	","4 avril 1970","18 janvier 1975",44.0496296,2.1583033
"Michel Pebeyre",7,"1948-06-21","Brive (France)","Brive-la-Gaillarde",598,1970-01-01,1970-04-18,1973-03-24,"le 18 avril 1970 contre l'Angleterre","le 24 mars 1973 contre le pays de Galles",3,"https://fr.wikipedia.org//wiki/Michel_Pebeyre","Naissance	21 juin 1948
à Brive (France)	","18 avril 1970","24 mars 1973",45.9460598,5.8304741
"Max Barrau",15,"1950-11-26","Beaumont-de-Lomagne (France)","Beaumont-de-Lomagne",599,1970-01-01,1971-01-16,1974-03-16,"le 16 janvier 1971 contre l'Écosse","le 16 mars 1974 contre l'Écosse",4,"https://fr.wikipedia.org//wiki/Max_Barrau","Naissance	26 novembre 1950
à Beaumont-de-Lomagne (France)	","16 janvier 1971","16 mars 1974",43.8817933,0.9875923
"Daniel Dubois",1,"1944-06-17","Montivilliers (France)","Montivilliers",600,1970-01-01,1971-01-16,1971-01-16,"le 16 janvier 1971 contre l'Écosse","le 16 janvier 1971 contre l'Écosse",0,"https://fr.wikipedia.org//wiki/Daniel_Dubois_(rugby_%C3%A0_XV)","Naissance	17 juin 1944
à Montivilliers (France)	","16 janvier 1971","16 janvier 1971",49.5456435,0.192418
"Marc Etcheverry",2,"1942-08-23","Pau","Pau",601,1970-01-01,1971-01-16,1971-01-30,"le 16 janvier 1971 contre l'Écosse","le 30 janvier 1971 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Marc_Etcheverry","Naissance	
23 août 1942 
Pau","16 janvier 1971","30 janvier 1971",43.2957547,-0.3685668
"Roland Bertranne",69,"1949-12-06","Ibos (France)","Ibos",602,1970-01-01,1971-02-27,1981-11-21,"le 27 février 1971 contre l'Angleterre","le 21 novembre 1981 contre la Nouvelle-Zélande",66,"https://fr.wikipedia.org//wiki/Roland_Bertranne","Naissance	6 décembre 1949
à Ibos (France)	","27 février 1971","21 novembre 1981",43.2325985,0.0045982
"Claude Spanghero",22,"1948-06-05","Payra-sur-l'Hers (France)","Payra-sur-l'Hers",603,1970-01-01,1971-02-27,1975-03-01,"le 27 février 1971 contre l'Angleterre","le 1er mars 1975 contre l'Irlande",4,"https://fr.wikipedia.org//wiki/Claude_Spanghero","Naissance	5 juin 1948
à Payra-sur-l'Hers (France)	","27 février 1971","1er mars 1975",43.266555,1.8553589
"Alain Esteve",20,"1946-09-15","Castelnaudary (France)","Castelnaudary",604,1970-01-01,1971-06-12,1975-02-01,"le 12 juin 1971 contre l'Afrique du Sud","le 1er février 1975 contre l'Angleterre",0,"https://fr.wikipedia.org//wiki/Alain_Esteve","Naissance	15 septembre 1946
à Castelnaudary (France)	","12 juin 1971","1er février 1975",43.3192021,1.9533495
"Jean-Claude Skrela",46,"1949-10-01","Colomiers (France)","Colomiers",605,1970-01-01,1971-06-19,1978-03-18,"le 19 juin 1971 contre l'Afrique du Sud","le 18 mars 1978 contre le pays de Galles",24,"https://fr.wikipedia.org//wiki/Jean-Claude_Skrela","Naissance	1er octobre 1949
à Colomiers (France)	","19 juin 1971","18 mars 1978",43.6121001,1.3282149
"Jean-Michel Aguirre",39,"1951-11-02","Tostat (France)","Tostat",606,1970-01-01,1971-11-27,1980-03-01,"le 27 novembre 1971 contre l'Australie","le 1er mars 1980 contre l'Irlande",123,"https://fr.wikipedia.org//wiki/Jean-Michel_Aguirre","Naissance	2 novembre 1951
à Tostat (France)	","27 novembre 1971","1er mars 1980",43.3290992,0.0992246
"Victor Boffelli",18,"1947-03-20","Arques (France)","Arques",607,1970-01-01,1971-11-27,1975-03-01,"le 27 novembre 1971 contre l'Australie","le 1er mars 1975 contre l'Irlande",8,"https://fr.wikipedia.org//wiki/Victor_Boffelli","Naissance	20 mars 1947
à Arques (France)	","27 novembre 1971","1er mars 1975",50.7396639,2.3062068
"Yvan Buonomo",3,"1946-09-19","Sète (France)","Sète",608,1970-01-01,1971-11-27,1972-01-29,"le 27 novembre 1971 contre l'Australie","le 29 janvier 1972 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Yvan_Buonomo","Naissance	19 septembre 1946
à Sète (France)	","27 novembre 1971","29 janvier 1972",43.4014434,3.6959771
"André Dubertrand",12,"1950-04-25","Saubion (France)","Saubion",609,1970-01-01,1971-11-27,1976-06-12,"le 27 novembre 1971 contre l'Australie","le 12 juin 1976 contre les États-Unis",20,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Dubertrand","Naissance	25 avril 1950
à Saubion (France)	","27 novembre 1971","12 juin 1976",43.67073,-1.34832
"Jean-Pierre Hortoland",1,"1947-05-28","Béziers (France)","Béziers",610,1970-01-01,1971-11-27,1971-11-27,"le 27 novembre 1971 contre l'Australie","le 27 novembre 1971 contre l'Australie",0,"https://fr.wikipedia.org//wiki/Jean-Pierre_Hortoland","Naissance	
28 mai 1947 
Hérault","27 novembre 1971","27 novembre 1971",43.3426562,3.2131307
"Jean-Louis Martin",4,"1948-07-17","Béziers (France)","Béziers",611,1970-01-01,1971-11-27,1972-01-29,"le 27 novembre 1971 contre l'Australie","le 29 janvier 1972 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Jean-Louis_Martin_(rugby_%C3%A0_XV)","Naissance	17 juillet 1948
à Béziers (France)	","27 novembre 1971","29 janvier 1972",43.3426562,3.2131307
"Richard Astre",11,"1948-08-28","Toulouse (France)","Toulouse",612,1970-01-01,1971-12-11,1976-11-04,"le 11 décembre 1971 contre la Roumanie","le 4 novembre 1976 contre la Roumanie",10,"https://fr.wikipedia.org//wiki/Richard_Astre","Naissance	28 août 1948
à Toulouse (France)	","11 décembre 1971","4 novembre 1976",43.6044622,1.4442469
"Olivier Saisset",17,"1949-06-07","Le Poujol-sur-Orb (France)","Le Poujol-sur-Orb",613,1970-01-01,1971-12-11,1975-01-18,"le 11 décembre 1971 contre la Roumanie","le 18 janvier 1975 contre le pays de Galles",8,"https://fr.wikipedia.org//wiki/Olivier_Saisset","Naissance	7 juin 1949
à Le Poujol-sur-Orb (France)	","11 décembre 1971","18 janvier 1975",43.5787306,3.0620794
"Armand Vaquerin",26,"1951-02-21","Sévérac-le-Château (France)","Sévérac-le-Château",614,1970-01-01,1971-12-11,1980-03-01,"le 11 décembre 1971 contre la Roumanie","le 1er mars 1980 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Armand_Vaquerin","Naissance	21 février 1951
à Sévérac-le-Château (France)	","11 décembre 1971","1er mars 1980",44.3229477,3.0694018
"Jacques Fouroux",27,"1947-07-24","Auch (France)","Auch",615,1970-01-01,1972-04-29,1977-12-10,"le 29 avril 1972 contre l'Irlande","le 10 décembre 1977 contre la Roumanie",20,"https://fr.wikipedia.org//wiki/Jacques_Fouroux","Naissance	24 juillet 1947
à Auch (France)	","29 avril 1972","10 décembre 1977",43.6463558,0.5850507
"Henri Cabrol",4,"1947-02-12","Bize-Minervois (France)","Bize-Minervois",616,1970-01-01,1972-06-17,1974-11-30,"le 17 juin 1972 contre l'Australie","le 30 novembre 1974 contre l'Afrique du Sud",8,"https://fr.wikipedia.org//wiki/Henri_Cabrol","Naissance	12 février 1947
à Bize-Minervois (France)	","17 juin 1972","30 novembre 1974",43.3184289,2.8723662
"André Lubrano",2,"1946-09-19","Sète","Sète",617,1970-01-01,1972-06-17,1973-01-13,"le 17 juin 1972 contre l'Australie","le 13 janvier 1973 contre l'Écosse",0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Lubrano","Naissance	
19 septembre 1946 
Sète","17 juin 1972","13 janvier 1973",43.4014434,3.6959771
"Jean-Claude Rossignol",1,"1945-08-10","Grignols","Grignols",618,1970-01-01,1972-06-25,1972-06-25,"le 25 juin 1972 contre l'Australie","le 25 juin 1972 contre l'Australie",0,"https://fr.wikipedia.org//wiki/Jean-Claude_Rossignol","Naissance	
10 août 1945
Grignols","25 juin 1972","25 juin 1972",45.0831796,0.5395936
"Michel Droitecourt",17,"1949-10-30","Meaux","Meaux",619,1970-01-01,1972-11-26,1974-07-02,"le 26 novembre 1972 contre la Roumanie","le 2 juillet 1974 contre l'Argentine",14,"https://fr.wikipedia.org//wiki/Michel_Droitecourt","Naissance	30 octobre 1949
à Meaux	","26 novembre 1972","2 juillet 1974",48.9582708,2.8773541
"Jean-Pierre Romeu",34,"1948-04-15","Thuir (France)","Thuir",620,1970-01-01,1972-11-26,1977-12-10,"le 26 novembre 1972 contre la Roumanie","le 10 décembre 1977 contre la Roumanie",265,"https://fr.wikipedia.org//wiki/Jean-Pierre_Romeu","Naissance	15 avril 1948
à Thuir (France)	","26 novembre 1972","10 décembre 1977",42.6291282,2.7557657
"André Darrieussecq",1,"1947-06-04","Saint-Jean-de-Luz (France)","Saint-Jean-de-Luz",621,1970-01-01,1973-02-24,1973-02-24,"le 24 février 1973 contre l'Angleterre","le 24 février 1973 contre l'Angleterre",0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Darrieussecq","Naissance	4 juin 1947
à Saint-Jean-de-Luz (France)	","24 février 1973","24 février 1973",43.3881,-1.6631
"Christian Badin",3,"1949-09-11","Pont-de-Vaux","Pont-de-Vaux",622,1970-01-01,1973-03-24,1975-10-19,"le 24 mars 1973 contre le pays de Galles","le 19 octobre 1975 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/Christian_Badin","Naissance	
11 septembre 1949 
Pont-de-Vaux","24 mars 1973","19 octobre 1975",46.4316899,4.937635
"Jean-Francois Phliponeau",2,"1950-11-23","Bordj El Kiffan (Algérie)","Bordj El Kiffan",623,1970-01-01,1973-03-24,1973-04-14,"le 24 mars 1973 contre le pays de Galles","le 14 avril 1973 contre l'Irlande",4,"https://fr.wikipedia.org//wiki/Jean-Francois_Phliponeau","Naissance	23 novembre 1950
à Fort-de-l'Eau (Algérie Française)	","24 mars 1973","14 avril 1973",36.747273,3.1908953
"Gilles Delaigue",2,"1949-11-23","Sainte-Colombe","Sainte-Colombe",624,1970-01-01,1973-10-27,1973-11-11,"le 27 octobre 1973 contre le Japon","le 11 novembre 1973 contre la Roumanie",4,"https://fr.wikipedia.org//wiki/Gilles_Delaigue","Naissance	
23 novembre 1949 
Sainte-Colombe","27 octobre 1973","11 novembre 1973",47.4263926,4.4574203
"Jacques Rougerie",1,"1945-06-21","Pamiers","Pamiers",625,1970-01-01,1973-10-27,1973-10-27,"le 27 octobre 1973 contre le Japon","le 27 octobre 1973 contre le Japon",0,"https://fr.wikipedia.org//wiki/Jacques_Rougerie_(rugby_%C3%A0_XV)","Naissance	
21 juin 1945
Pamiers","27 octobre 1973","27 octobre 1973",43.1147515,1.6082177
"Michel Sappa",3,"1949-03-19","Toulon","Toulon",626,1970-01-01,1973-10-27,1977-12-10,"le 27 octobre 1973 contre le Japon","le 10 décembre 1977 contre la Roumanie",0,"https://fr.wikipedia.org//wiki/Michel_Sappa","Naissance	
19 mars 1949 
Toulon","27 octobre 1973","10 décembre 1977",43.1257311,5.9304919
"René Séguier",2,"1949-09-08","Vendres (France)","Vendres",627,1970-01-01,1973-10-27,1973-11-11,"le 27 octobre 1973 contre le Japon","le 11 novembre 1973 contre la Roumanie",0,"https://fr.wikipedia.org//wiki/Ren%C3%A9_S%C3%A9guier","Naissance	
8 septembre 1949 
Hérault","27 octobre 1973","11 novembre 1973",43.2686109,3.2237054
"Jean Costantino",1,"1944-09-28","Montauban","Montauban",628,1970-01-01,1973-11-11,1973-11-11,"le 11 novembre 1973 contre la Roumanie","le 11 novembre 1973 contre la Roumanie",0,"https://fr.wikipedia.org//wiki/Jean_Costantino","Naissance	
28 septembre 1944 
Montauban","11 novembre 1973","11 novembre 1973",44.0175835,1.3549991
"Daniel Kaczorowski",1,"1952-10-31","Le Creusot (France)","Le Creusot",629,1970-01-01,1974-01-19,1974-01-19,"le 19 janvier 1974 contre l'Irlande","le 19 janvier 1974 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Daniel_Kaczorowski","Naissance	31 octobre 1952
à Le Creusot (France)	","19 janvier 1974","19 janvier 1974",46.8054064,4.4285961
"Joël Pécune",10,"1951-03-03",NA,NA,630,1970-01-01,1974-02-16,1976-06-12,"le 16 février 1974 contre le pays de Galles","le 12 juin 1976 contre les États-Unis",16,"https://fr.wikipedia.org//wiki/Joel_Pecune","Naissance	
3 mars 1951 ","16 février 1974","12 juin 1976",NA,NA
"Jean-Francois Gourdon",22,"1954-09-28","Paris","Paris",631,1970-01-01,1974-03-16,1980-03-01,"le 16 mars 1974 contre l'Écosse","le 1er mars 1980 contre l'Irlande",48,"https://fr.wikipedia.org//wiki/Jean-Francois_Gourdon","Naissance	
28 septembre 1954 
Paris","16 mars 1974","1er mars 1980",48.8534951,2.3483915
"Francis Haget",40,"1949-10-01","Sauveterre-de-Béarn","Sauveterre-de-Béarn",632,1970-01-01,1974-06-20,1987-06-07,"le 20 juin 1974 contre l'Argentine","le 7 juin 1987 contre les Fidji",4,"https://fr.wikipedia.org//wiki/Francis_Haget","Naissance	1er octobre 1949
à Sauveterre-de-Béarn	","20 juin 1974","7 juin 1987",43.3993587,-0.9387697
"Alain Paco",35,"1952-05-01","Béziers (France)","Béziers",633,1970-01-01,1974-06-20,1980-01-19,"le 20 juin 1974 contre l'Argentine","le 19 janvier 1980 contre le pays de Galles",4,"https://fr.wikipedia.org//wiki/Alain_Paco","Naissance	1er mai 1952
à Béziers (France)	","20 juin 1974","19 janvier 1980",43.3426562,3.2131307
"Georges Senal",6,"1947-04-21","Sérignan","Sérignan",634,1970-01-01,1974-06-20,1975-01-18,"le 20 juin 1974 contre l'Argentine","le 18 janvier 1975 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Georges_Senal","Naissance	
21 avril 1947 
Sérignan","20 juin 1974","18 janvier 1975",43.2830736,3.2798682
"Laurent Desnoyer",1,"1948-05-19","Brive-la-Gaillarde","Brive-la-Gaillarde",635,1970-01-01,1974-10-13,1974-10-13,"le 13 octobre 1974 contre la Roumanie","le 13 octobre 1974 contre la Roumanie",0,"https://fr.wikipedia.org//wiki/Laurent_Desnoyer","Naissance	
19 mai 1948 
Brive-la-Gaillarde","13 octobre 1974","13 octobre 1974",45.1584982,1.5332389
"Jean-Martin Etchenique",4,"1954-01-17","Ustaritz","Ustaritz",636,1970-01-01,1974-10-13,1975-10-25,"le 13 octobre 1974 contre la Roumanie","le 25 octobre 1975 contre l'Argentine",4,"https://fr.wikipedia.org//wiki/Jean-Martin_Etchenique","Naissance	
17 janvier 1954 
Ustaritz","13 octobre 1974","25 octobre 1975",43.39876,-1.4562207
"Michel Taffary",4,"1950-04-25","Peyrehorade","Peyrehorade",637,1970-01-01,1975-01-18,1975-03-01,"le 18 janvier 1975 contre le pays de Galles","le 1er mars 1975 contre l'Irlande",6,"https://fr.wikipedia.org//wiki/Michel_Taffary","Naissance	
25 avril 1950 
Peyrehorade","18 janvier 1975","1er mars 1975",43.5440941,-1.105088
"Gerard Cholley",31,"1945-06-06","Luxeuil-les-Bains","Luxeuil-les-Bains",638,1970-01-01,1975-02-01,1979-03-17,"le 1er février 1975 contre l'Angleterre","le 17 mars 1979 contre l'Écosse",12,"https://fr.wikipedia.org//wiki/Gerard_Cholley","Naissance	6 juin 1945
à Luxeuil-les-Bains	","1er février 1975","17 mars 1979",47.817177,6.3808865
"Alain Guilbert",14,"1950-09-28","Saint-Maur-des-Fossés (France)","Saint-Maur-des-Fossés",639,1970-01-01,1975-02-01,1979-03-03,"le 1er février 1975 contre l'Angleterre","le 3 mars 1979 contre l'Angleterre",4,"https://fr.wikipedia.org//wiki/Alain_Guilbert","Naissance	28 septembre 1950
à Saint-Maur-des-Fossés (France)	","1er février 1975","3 mars 1979",48.8033057,2.4853015
"Jean-Pierre Rives",59,"1952-12-31","Toulouse (France)","Toulouse",640,1970-01-01,1975-02-01,1984-03-17,"le 1er février 1975 contre l'Angleterre","le 17 mars 1984 contre l'Écosse",20,"https://fr.wikipedia.org//wiki/Jean-Pierre_Rives","Naissance	31 décembre 1952
à Toulouse (France)	","1er février 1975","17 mars 1984",43.6044622,1.4442469
"Jean-Luc Averous",25,"1954-10-22","Béziers (France)","Béziers",641,1970-01-01,1975-02-15,1981-07-11,"le 15 février 1975 contre l'Écosse","le 11 juillet 1981 contre l'Australie",28,"https://fr.wikipedia.org//wiki/Jean-Luc_Averous","Naissance	22 octobre 1954
à Béziers (France)	","15 février 1975","11 juillet 1981",43.3426562,3.2131307
"Jean-Louis Ugartemendia",2,"1943-07-10","Bayonne (France)","Bayonne",642,1970-01-01,1975-02-15,1975-03-01,"le 15 février 1975 contre l'Écosse","le 1er mars 1975 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Jean-Louis_Ugartemendia","Naissance	10 juillet 1943
à Bayonne (France)	","15 février 1975","1er mars 1975",43.4945144,-1.4736657
"Francois Sangalli",15,"1952-09-08","Narbonne (France)","Narbonne",643,1970-01-01,1975-03-01,1977-11-19,"le 1er mars 1975 contre l'Irlande","le 19 novembre 1977 contre la Nouvelle-Zélande",4,"https://fr.wikipedia.org//wiki/Francois_Sangalli","Naissance	8 septembre 1952
à Narbonne (France)	","1er mars 1975","19 novembre 1977",43.1837757,3.0041906
"Yves Brunet",2,"1950-08-25","Peyrestortes","Peyrestortes",644,1970-01-01,1975-06-21,1975-06-25,"le 21 juin 1975 contre l'Afrique du Sud","le 25 juin 1975 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/Yves_Brunet","Naissance	
25 août 1950 
Peyrestortes","21 juin 1975","25 juin 1975",42.7543539,2.8512531
"Dominique Harize",9,"1956-02-26","Saint-Céré (France)","Saint-Céré",645,1970-01-01,1975-06-21,1977-03-19,"le 21 juin 1975 contre l'Afrique du Sud","le 19 mars 1977 contre l'Irlande",16,"https://fr.wikipedia.org//wiki/Dominique_Harize","Naissance	26 février 1956
à Saint-Céré (France)	","21 juin 1975","19 mars 1977",44.8586149,1.8922748
"Michel Palmié",23,"1951-12-01","Béziers (France)","Béziers",646,1970-01-01,1975-06-21,1978-03-18,"le 21 juin 1975 contre l'Afrique du Sud","le 18 mars 1978 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Michel_Palmi%C3%A9","Naissance	1er décembre 1951
à Béziers (France)	","21 juin 1975","18 mars 1978",43.3426562,3.2131307
"Robert Paparemborde",55,"1948-07-05","Ance (France)","Ance",647,1970-01-01,1975-06-21,1983-03-19,"le 21 juin 1975 contre l'Afrique du Sud","le 19 mars 1983 contre le pays de Galles",32,"https://fr.wikipedia.org//wiki/Robert_Paparemborde","Naissance	5 juillet 1948
à Ance (France)	","21 juin 1975","19 mars 1983",43.145138,-0.6921825
"Patrice Péron",2,"1949-06-20","Colombes (France)","Colombes",648,1970-01-01,1975-06-21,1975-06-28,"le 21 juin 1975 contre l'Afrique du Sud","le 28 juin 1975 contre l'Afrique du Sud",0,"https://fr.wikipedia.org//wiki/Patrice_P%C3%A9ron","Naissance	20 juin 1949
à Colombes (France)	","21 juin 1975","28 juin 1975",48.922788,2.2543577
